EmoVal	Freq	WORD	WORD_LOWER	WORD_CLASS	EMO_MEAN	EMO_STD	AROUSAL_MEAN	AROUSAL_STD	IMAGE_MEAN	IMAGE_STD	LETTERS	PHONEMES	SYLLABLES	Ftot/1MIL	N	FN	HFN	FHFN	BIGmean(TOKEN)	ACCENT
POS	HF	MALER	maler	N	1,4	1,0	2,1	1,2	5,1	1,2	5	5	2	32,5	5	90,7	1	53,3	473425,5	1
POS	HF	MALEREI	malerei	N	1,0	0,7	2,1	1,0	5,6	1,4	7	6	3	14,5	1	0,0	0	0,0	459149,5	3
POS	HF	MAMA	mama	N	2,3	1,1	2,4	1,5	6,7	0,7	4	4	2	81,3	2	3,5	0	0,0	68963,3	2
POS	HF	MANAGER	manager	N	0,7	0,8	2,8	1,1	4,1	1,1	7	7	3	12,8	1	0,0	0	0,0	376821,5	1
POS	NF	MANEGE	manege	N	0,6	0,8	2,4	0,9	5,8	1,1	6	6	3	1,5	0	0,0	0	0,0	176563,4	2
NEG	HF	MANGEL	mangel	N	-1,9	0,6	3,1	1,0	2,8	1,5	6	5	2	56,3	2	28,3	0	0,0	192308,2	1
POS	NF	MANGO	mango	N	1,7	1,6	2,4	1,3	5,6	1,5	5	5	2	0,0	2	2,3	2	2,3	127447,0	1
NEG	NF	MANIE	manie	N	-1,3	1,0	3,8	0,9	2,0	1,1	5	4	2	0,8	1	3,0	1	3,0	179769,3	2
NEG	NF	MANKO	manko	N	-1,1	1,1	2,8	1,1	1,9	1,5	5	5	2	1,2	1	0,0	0	0,0	97490,5	1
POS	HF	MANN	mann	N	1,2	1,0	2,4	0,8	6,6	0,7	4	3	1	740,2	4	1866,5	1	1787,2	140244,7	1
POS	HF	MANNSCHAFT	mannschaft	N	0,4	1,4	2,5	0,9	5,5	1,5	10	7	2	112,2	0	0,0	0	0,0	191421,9	1
POS	HF	MANTEL	mantel	N	1,1	1,2	1,9	0,9	5,8	1,5	6	6	2	26,2	4	59,2	1	56,3	167900,8	1
NEG	NF	MANUELL	manuell	A	0,0	0,7	2,1	0,8	2,9	1,3	7	6	3	2,7	0	0,0	0	0,0	108247,0	3
POS	NF	MAPPE	mappe	N	0,3	0,7	2,1	1,2	4,5	2,1	5	4	2	6,2	3	10,5	0	0,0	28755,8	1
POS	NF	MARKANT	markant	A	0,8	0,6	3,1	1,4	3,0	1,3	7	7	2	2,8	0	0,0	0	0,0	98981,2	2
NEG	NF	MARKE	marke	N	0,1	0,9	2,2	0,9	3,1	1,5	5	5	2	7,5	6	112,8	1	103,2	70657,3	1
POS	HF	MARKT	markt	N	0,8	0,8	2,4	1,0	6,2	0,7	5	5	1	103,2	1	7,5	0	0,0	61201,5	1
NEG	NF	MAROTTE	marotte	N	-0,7	0,8	2,6	1,1	2,4	1,7	7	6	3	0,5	2	0,3	0	0,0	92181,3	2
NEG	NF	MARTER	marter	N	-2,1	0,9	3,4	1,3	2,5	1,6	6	6	2	0,5	1	0,0	0	0,0	401521,6	1
NEG	NF	MARTERN	martern	V	-2,2	0,8	3,8	1,1	4,4	1,6	7	7	2	0,8	0	0,0	0	0,0	343082,0	1
NEG	NF	MARXIST	marxist	N	-0,9	0,9	2,5	1,0	2,3	1,9	7	8	2	5,2	0	0,0	0	0,0	92058,2	2
NEG	NF	MASCHE	masche	N	-0,9	0,9	2,1	1,2	3,3	1,6	6	4	2	1,3	1	36,0	1	36,0	270117,6	1
NEG	NF	MASKE	maske	N	-0,1	1,3	3,4	0,7	4,6	1,8	5	5	2	6,7	4	75,5	2	75,5	50781,8	1
POS	NF	MASSAGE	massage	N	2,2	0,6	1,6	0,8	5,4	1,2	7	6	3	4,8	1	8,8	1	8,8	105931,7	2
NEG	NF	MASSAKER	massaker	N	-2,8	0,4	4,6	0,7	5,7	0,7	8	7	3	3,2	0	0,0	0	0,0	259994,0	2
NEG	HF	MASSE	masse	N	-0,8	1,0	2,2	1,2	2,9	1,6	5	4	2	68,0	7	122,7	0	0,0	131994,5	1
NEG	HF	MASSIV	massiv	A	-0,1	0,6	3,2	1,1	3,8	1,2	6	5	2	18,5	1	67,0	1	67,0	74814,0	2
NEG	HF	MAßNAHME	maßnahme	N	-0,5	1,1	2,4	1,1	2,0	1,4	8	7	3	154,8	0	0,0	0	0,0	57505,7	1
POS	NF	MATRATZE	matratze	N	1,2	1,0	2,4	1,0	6,2	1,2	8	7	3	2,8	0	0,0	0	0,0	74175,4	2
NEG	HF	MATT	matt	A	-1,1	0,9	1,6	1,2	3,8	1,2	4	3	1	14,5	7	137,0	3	70,0	63165,3	1
NEG	NF	MATTE	matte	N	0,2	0,8	1,7	1,2	4,5	1,8	5	4	2	3,2	8	149,5	3	145,3	114684,8	1
NEG	HF	MAUER	mauer	N	-0,5	0,9	2,8	1,0	5,6	1,5	5	4	2	53,3	7	266,0	1	153,2	453742,5	1
NEG	NF	MAUL	maul	N	-1,1	1,0	2,9	0,9	6,0	1,0	4	3	1	6,5	4	24,7	2	17,2	106453,0	1
NEG	NF	MAULEN	maulen	V	-1,4	0,5	3,2	1,1	4,1	1,6	6	5	2	1,0	4	30,0	3	17,0	304340,6	1
NEG	NF	MAULKORB	maulkorb	N	-1,5	0,7	3,5	1,0	6,7	0,5	8	7	2	1,2	0	0,0	0	0,0	72982,0	1
NEG	NF	MAUS	maus	N	0,0	2,1	3,3	1,2	6,0	1,1	4	3	1	9,5	8	380,2	2	352,8	131626,3	1
NEG	NF	MAUSGRAU	mausgrau	A	-1,4	1,0	1,7	1,2	5,3	1,3	8	6	2	0,8	0	0,0	0	0,0	111007,6	1
POS	HF	MAXIMAL	maximal	A	1,2	1,3	2,6	1,2	2,6	1,4	7	8	3	14,2	0	0,0	0	0,0	57631,0	3
POS	NF	MAXIMUM	maximum	N	1,0	1,4	3,2	0,9	2,4	1,3	7	8	3	3,2	0	0,0	0	0,0	28221,3	1
POS	NF	MECHANIK	mechanik	N	0,3	0,9	2,3	0,9	4,7	1,3	8	7	3	3,3	0	0,0	0	0,0	205987,6	2
POS	HF	MEDAILLE	medaille	N	1,6	1,0	2,9	1,0	6,2	1,2	8	7	3	11,7	0	0,0	0	0,0	89604,3	2
POS	HF	MEDIZIN	medizin	N	1,4	0,8	2,8	1,3	4,7	1,4	7	7	3	45,0	0	0,0	0	0,0	144917,7	3
POS	HF	MEER	meer	N	1,8	1,0	2,7	1,5	6,6	0,5	4	3	1	69,7	4	883,0	1	811,2	540554,0	1
POS	HF	MEHRHEIT	mehrheit	N	0,5	0,5	2,5	1,1	3,0	1,7	8	6	2	86,3	0	0,0	0	0,0	204030,3	1
NEG	NF	MEIDEN	meiden	V	-1,1	0,3	3,0	1,2	3,1	1,1	6	5	2	6,7	7	4190,0	6	2991,0	550116,2	1
NEG	NF	MEINEID	meineid	N	-1,8	0,6	3,4	0,9	2,4	1,3	7	5	2	2,2	0	0,0	0	0,0	360383,0	1
POS	HF	MEINEN	meinen	V	0,6	0,9	2,3	1,1	1,9	1,0	6	5	2	498,5	3	60,0	0	0,0	508545,2	1
POS	HF	MEINUNG	meinung	N	1,5	1,1	2,7	0,8	2,6	1,2	7	5	2	244,2	0	0,0	0	0,0	324756,2	1
POS	NF	MEISE	meise	N	0,6	0,9	1,9	1,0	4,6	1,8	5	4	2	0,7	7	580,7	7	580,7	307111,8	1
POS	HF	MEISTER	meister	N	1,1	1,1	2,8	1,1	4,3	1,6	7	6	2	91,2	0	0,0	0	0,0	480584,8	1
POS	HF	MEISTERN	meistern	V	1,5	0,7	2,9	1,0	3,2	1,5	8	7	2	13,8	1	9,0	0	0,0	419199,0	1
NEG	HF	MELDEN	melden	V	0,1	1,0	2,3	1,1	3,7	1,8	6	6	2	124,0	3	9,8	0	0,0	451685,2	1
POS	HF	MELODIE	melodie	N	1,7	0,8	2,2	1,3	3,6	1,6	7	6	3	17,2	1	0,0	0	0,0	113430,5	3
NEG	NF	MELODRAM	melodram	N	-0,9	0,9	3,6	1,1	2,8	1,9	8	8	3	0,5	0	0,0	0	0,0	69194,9	3
POS	NF	MELONE	melone	N	1,8	0,9	2,3	1,1	6,4	0,8	6	6	3	2,8	0	0,0	0	0,0	122751,4	2
NEG	HF	MENGE	menge	N	-0,2	0,7	2,7	1,1	2,6	1,5	5	4	2	85,7	1	0,0	0	0,0	415739,3	1
NEG	NF	MENSA	mensa	N	-0,1	1,4	2,0	1,0	5,7	1,6	5	5	2	1,2	0	0,0	0	0,0	323372,5	1
POS	HF	MENSCH	mensch	N	1,6	1,1	2,7	1,1	5,9	1,2	6	4	1	1068,8	0	0,0	0	0,0	448392,4	1
POS	HF	MENSCHHEIT	menschheit	N	0,9	1,4	3,2	0,9	4,3	1,7	10	7	2	95,0	0	0,0	0	0,0	367421,6	1
POS	NF	MENTOR	mentor	N	1,0	0,9	1,9	0,7	2,7	0,9	6	6	2	1,5	0	0,0	0	0,0	280126,0	1
NEG	NF	MEPHISTO	mephisto	N	-0,4	1,6	3,5	0,8	3,7	2,0	8	7	3	1,3	0	0,0	0	0,0	83470,0	2
NEG	HF	MERKMAL	merkmal	N	0,0	0,0	2,5	0,7	2,7	1,3	7	7	2	23,0	0	0,0	0	0,0	315088,3	1
NEG	HF	MESSER	messer	N	-0,6	1,4	3,5	1,1	5,9	1,3	6	5	2	16,7	2	179,8	2	179,8	437658,2	1
NEG	HF	METALL	metall	N	-0,1	0,9	2,7	1,2	3,7	1,9	6	5	2	56,7	0	0,0	0	0,0	112305,8	2
NEG	HF	METER	meter	N	0,2	0,5	2,2	1,0	3,5	1,6	5	5	2	209,5	3	107,3	0	0,0	491297,8	1
NEG	NF	METZGER	metzger	N	-0,5	1,4	3,3	1,1	6,3	0,9	7	6	2	4,0	1	0,2	0	0,0	343389,0	1
NEG	NF	MEUTE	meute	N	-1,3	1,2	3,4	1,0	3,4	1,8	5	4	2	3,7	3	650,3	3	650,3	126944,8	1
NEG	NF	MEUTEREI	meuterei	N	-1,6	0,7	3,6	0,9	5,9	0,8	8	6	3	1,7	1	0,3	0	0,0	408076,1	3
NEG	NF	MEUTERN	meutern	V	-1,8	0,6	3,8	0,8	4,9	1,2	7	6	2	0,5	0	0,0	0	0,0	341037,0	1
NEG	NF	MICKRIG	mickrig	A	-1,1	0,6	2,2	1,2	3,2	1,7	7	6	2	0,5	0	0,0	0	0,0	109213,0	1
POS	HF	MIENE	miene	N	0,6	0,8	2,9	1,1	4,2	1,8	5	4	2	13,7	3	40,3	1	33,2	403288,0	1
NEG	NF	MIES	mies	A	-2,0	0,7	3,6	1,1	2,8	1,4	4	3	1	3,3	2	31,0	1	30,0	191384,0	1
NEG	HF	MIETE	miete	N	-1,4	1,1	2,5	1,1	2,4	1,4	5	4	2	33,2	3	148,2	1	132,8	187032,3	1
NEG	NF	MIETEN	mieten	V	-0,4	0,8	2,5	1,2	2,3	1,1	6	5	2	8,5	6	1540,0	3	1155,0	356469,0	1
NEG	NF	MIETER	mieter	N	-0,3	0,8	2,4	1,0	3,9	1,3	6	5	2	11,2	3	20,5	1	11,3	447137,6	1
NEG	NF	MIETZINS	mietzins	N	-1,2	0,9	2,8	1,3	2,3	0,9	8	7	2	0,7	0	0,0	0	0,0	174406,3	1
POS	NF	MIKADO	mikado	N	0,8	1,2	2,6	1,3	5,1	1,8	6	6	3	0,3	0	0,0	0	0,0	39305,8	2
POS	NF	MIKROFON	mikrofon	N	0,6	1,1	2,8	1,3	5,8	1,2	8	8	3	5,2	0	0,0	0	0,0	55718,0	3
POS	HF	MILCH	milch	N	1,5	1,1	1,7	0,7	6,7	0,7	5	4	1	42,5	1	2,2	0	0,0	232824,8	1
POS	NF	MILCHBAR	milchbar	N	1,1	1,0	1,8	0,7	5,1	1,1	8	7	2	1,2	0	0,0	0	0,0	151587,3	1
POS	HF	MILD	mild	A	1,1	0,3	1,6	1,1	2,6	1,5	4	4	1	23,3	5	2109,0	3	1769,0	58457,7	1
NEG	NF	MILIEU	milieu	N	-0,8	0,6	2,5	1,0	3,1	0,9	6	5	2	6,5	0	0,0	0	0,0	135611,0	3
NEG	NF	MILITANT	militant	A	-2,0	0,7	3,6	0,8	4,9	0,9	8	8	3	3,3	0	0,0	0	0,0	136534,4	3
NEG	NF	MILIZ	miliz	N	-2,0	1,1	3,7	1,2	2,9	2,0	5	5	2	0,7	0	0,0	0	0,0	83316,8	2
POS	HF	MILLION	million	N	1,5	1,1	3,3	1,2	3,1	1,9	7	6	3	390,2	1	1,3	0	0,0	104451,8	3
POS	NF	MIMIK	mimik	N	0,8	0,9	3,3	1,1	4,3	1,7	5	5	2	1,2	0	0,0	0	0,0	65041,0	1
NEG	NF	MIMOSE	mimose	N	-1,5	1,0	2,5	1,2	3,8	2,1	6	6	3	0,5	2	0,0	0	0,0	97898,2	2
NEG	HF	MINDER	minder	V	-0,9	0,6	1,9	1,1	1,4	0,7	6	6	2	19,5	2	24,0	0	0,0	684364,6	1
NEG	NF	MINE	mine	N	-0,7	1,1	3,1	1,3	5,6	1,1	4	4	2	6,8	3	1,7	0	0,0	286293,0	1
POS	NF	MINIGOLF	minigolf	N	0,4	1,3	1,8	0,7	6,4	0,9	8	8	3	0,8	0	0,0	0	0,0	140039,4	1
NEG	NF	MINIMAL	minimal	A	-0,3	0,7	2,4	0,9	2,4	1,7	7	7	3	4,7	0	0,0	0	0,0	175204,7	3
NEG	NF	MINIMUM	minimum	N	-0,6	1,0	2,3	0,8	2,4	1,9	7	7	3	8,8	0	0,0	0	0,0	145795,0	1
POS	NF	MINIROCK	minirock	N	1,2	0,9	2,9	1,0	6,2	0,7	8	7	3	2,2	0	0,0	0	0,0	136041,7	1
NEG	HF	MINISTER	minister	N	-0,1	0,9	2,3	1,0	4,6	1,0	8	8	3	178,0	0	0,0	0	0,0	416721,7	2
NEG	HF	MINUS	minus	N	-1,0	0,7	3,1	1,4	3,6	2,5	5	5	2	27,5	1	1,0	0	0,0	202524,3	1
NEG	HF	MINUTE	minute	N	0,0	0,9	2,3	0,9	3,8	2,1	6	6	3	238,0	0	0,0	0	0,0	208347,6	2
POS	NF	MIRAKEL	mirakel	N	0,6	1,1	2,8	1,1	2,8	1,6	7	7	3	0,7	0	0,0	0	0,0	80447,5	2
NEG	NF	MISCHEHE	mischehe	N	-0,5	1,2	2,8	0,9	2,4	1,4	8	5	3	0,8	0	0,0	0	0,0	256980,0	1
NEG	NF	MISSETAT	missetat	N	-2,2	0,8	3,2	1,1	3,3	1,3	8	7	3	0,5	0	0,0	0	0,0	125571,3	1
POS	NF	MISSION	mission	N	0,9	0,6	2,6	1,2	2,8	1,6	7	6	3	5,7	0	0,0	0	0,0	110888,2	3
NEG	NF	MIST	mist	N	-1,5	1,0	3,2	0,7	6,1	1,1	4	4	1	3,0	4	17,7	2	16,3	159025,3	1
NEG	NF	MITGEBEN	mitgeben	V	0,1	0,9	1,8	0,8	3,6	1,4	8	8	3	3,7	1	21,0	1	21,0	298976,6	1
POS	NF	MITGIFT	mitgift	N	0,6	1,1	2,9	1,4	3,0	1,2	7	7	2	0,5	0	0,0	0	0,0	65487,7	1
NEG	HF	MITGLIED	mitglied	N	0,0	0,0	2,2	0,9	2,7	1,2	8	7	2	291,3	0	0,0	0	0,0	123964,7	1
NEG	HF	MITLEID	mitleid	N	0,0	1,6	3,0	0,6	3,3	1,9	7	6	2	14,8	0	0,0	0	0,0	194556,5	1
POS	HF	MITTAG	mittag	N	1,2	0,8	1,8	0,9	3,5	1,5	6	5	2	15,5	2	0,0	0	0,0	98766,0	1
POS	HF	MITTE	mitte	N	0,8	1,0	2,1	0,9	3,4	1,7	5	4	2	132,8	5	72,5	0	0,0	155743,8	1
NEG	HF	MITTEL	mittel	N	0,1	1,0	2,6	1,1	2,9	1,8	6	5	2	202,3	3	57,5	0	0,0	153213,6	1
POS	HF	MODE	mode	N	0,7	0,5	3,1	1,4	4,4	1,1	4	4	2	20,3	6	49,3	1	38,0	325158,3	1
NEG	NF	MODER	moder	N	-1,5	0,5	2,9	1,2	3,8	1,8	5	5	2	0,5	1	0,3	0	0,0	615758,5	1
NEG	HF	MODERN	modern	V	0,0	1,3	2,8	1,4	3,3	1,2	6	6	2	233,5	2	17,0	0	0,0	502783,6	1
NEG	NF	MOGELN	mogeln	V	-1,1	0,7	3,1	0,8	3,2	1,5	6	6	2	1,0	1	1,0	0	0,0	99068,4	1
POS	HF	MÖGEN	mögen	V	1,8	0,7	3,2	1,2	3,0	1,7	5	5	2	529,3	1	12,8	0	0,0	672945,0	1
POS	NF	MOHN	mohn	N	0,3	0,5	2,1	1,0	6,7	0,5	4	3	1	0,7	4	191,3	4	191,3	23670,0	1
POS	NF	MOHR	mohr	N	0,4	0,7	2,3	0,9	6,1	0,6	4	3	1	2,0	6	826,8	3	826,2	49371,0	1
POS	NF	MÖHRE	möhre	N	0,9	1,4	1,7	0,9	6,1	1,5	5	4	2	2,8	3	6,8	1	5,8	172627,5	1
POS	NF	MOKKA	mokka	N	1,1	1,2	2,4	1,2	3,7	2,0	5	4	2	3,5	0	0,0	0	0,0	15365,8	1
NEG	NF	MOLCH	molch	N	-0,2	0,8	2,3	0,9	5,2	1,3	5	4	1	2,2	3	704,0	3	704,0	216941,0	1
NEG	NF	MOLL	moll	N	-0,2	1,3	2,3	1,0	2,1	1,8	4	3	1	2,3	8	325,7	5	323,8	72597,0	1
NEG	NF	MOLLIG	mollig	A	-0,8	1,1	2,6	1,3	5,6	0,7	6	5	2	0,7	2	3,0	1	2,0	98737,6	1
NEG	NF	MONARCH	monarch	N	-0,4	1,2	2,6	1,0	5,1	1,4	7	6	2	4,5	0	0,0	0	0,0	187429,7	2
POS	HF	MONAT	monat	N	0,3	0,7	2,1	1,2	2,9	1,7	5	5	2	327,0	0	0,0	0	0,0	77395,8	1
POS	HF	MOND	mond	N	1,3	0,8	1,8	1,0	6,9	0,3	4	4	1	76,8	3	113,7	0	0,0	160677,3	1
NEG	NF	MONDLOS	mondlos	A	-0,6	0,7	1,4	1,0	4,8	2,0	7	7	2	0,5	0	0,0	0	0,0	88616,8	1
NEG	NF	MONOGAM	monogam	A	0,2	1,4	2,0	1,3	2,2	1,3	7	7	3	1,5	0	0,0	0	0,0	46695,5	3
NEG	NF	MONOLOG	monolog	N	-0,7	1,2	2,1	1,3	4,2	1,6	7	7	3	4,2	0	0,0	0	0,0	49547,2	3
NEG	HF	MONOPOL	monopol	N	-1,0	0,5	2,9	1,4	2,6	1,4	7	7	3	20,3	0	0,0	0	0,0	50290,5	3
NEG	NF	MONOTON	monoton	A	-1,3	0,5	1,8	1,2	3,1	1,5	7	7	3	3,3	0	0,0	0	0,0	63352,5	3
NEG	NF	MONSTRUM	monstrum	N	-1,8	0,9	4,4	0,9	5,8	1,0	8	8	2	2,2	0	0,0	0	0,0	90834,3	1
POS	NF	MOOR	moor	N	0,3	1,1	2,8	1,4	6,0	1,3	4	3	1	4,7	2	6,2	0	0,0	40838,7	1
NEG	NF	MOORBAD	moorbad	N	0,2	0,9	1,9	0,9	6,1	0,8	7	6	2	0,7	0	0,0	0	0,0	34141,5	1
POS	NF	MOOS	moos	N	0,7	0,7	1,9	1,1	6,7	0,7	4	3	1	4,2	2	5,0	1	4,7	12700,0	1
NEG	NF	MOPED	moped	N	-0,2	1,5	2,6	1,1	5,7	1,7	5	5	2	2,7	0	0,0	0	0,0	25130,8	1
NEG	HF	MORAL	moral	N	-0,1	1,4	2,6	1,0	1,7	1,1	5	5	2	21,2	1	0,0	0	0,0	97592,5	2
NEG	NF	MORALIST	moralist	N	-0,8	1,3	2,7	1,2	2,2	1,6	8	8	3	1,0	0	0,0	0	0,0	133129,1	3
NEG	NF	MORAST	morast	N	-1,1	0,9	2,8	1,2	3,9	1,9	6	6	2	1,3	0	0,0	0	0,0	100741,2	2
NEG	HF	MORD	mord	N	-2,8	0,4	4,4	0,9	5,3	1,1	4	4	1	42,0	5	186,2	2	137,5	72067,7	1
NEG	NF	MORDEN	morden	V	-2,7	0,5	4,4	0,8	5,0	1,0	6	6	2	2,3	3	1078,0	2	621,0	437371,4	1
NEG	NF	MORDFALL	mordfall	N	-2,4	0,8	4,2	1,2	4,8	1,8	8	7	2	1,2	0	0,0	0	0,0	77535,7	1
NEG	NF	MORDTAT	mordtat	N	-2,9	0,3	4,3	1,1	5,1	1,3	7	7	2	0,8	1	0,8	0	0,0	60812,8	1
NEG	NF	MORPHEM	morphem	N	-1,0	2,1	2,0	1,2	1,9	1,5	7	6	2	0,5	0	0,0	0	0,0	65554,5	2
NEG	NF	MORSCH	morsch	A	-1,0	0,8	2,9	1,1	5,2	0,8	6	4	1	2,2	5	88,0	4	33,0	239236,6	1
NEG	NF	MÖRSER	mörser	N	-0,5	1,1	2,3	1,1	4,6	1,9	6	6	2	0,7	1	26,0	1	26,0	629263,0	1
NEG	NF	MOSKITO	moskito	N	-1,4	0,8	3,4	0,8	5,9	1,1	7	7	3	1,5	0	0,0	0	0,0	48002,2	2
POS	HF	MOTIV	motiv	N	0,3	0,9	2,6	0,9	2,4	1,4	5	5	2	44,2	1	0,0	0	0,0	40618,5	2
POS	HF	MOTOR	motor	N	0,5	1,2	2,8	1,2	4,9	1,6	5	5	2	93,7	1	1,2	0	0,0	41159,0	1
POS	HF	MOTORRAD	motorrad	N	1,4	1,3	2,9	1,1	6,4	0,7	8	8	3	13,7	0	0,0	0	0,0	44900,4	1
NEG	NF	MOTTE	motte	N	-1,6	0,8	3,1	1,1	4,5	1,7	5	4	2	0,5	5	149,5	3	149,2	85502,0	1
POS	HF	MOTTO	motto	N	0,6	1,0	2,2	1,1	2,0	1,3	5	4	2	13,2	2	5,3	0	0,0	24303,8	1
NEG	NF	MÖWE	möwe	N	-0,1	1,9	2,9	1,2	6,3	1,1	4	4	2	7,2	1	41,8	1	41,8	190767,0	1
NEG	NF	MUFFIG	muffig	A	-1,4	0,5	1,7	0,7	3,6	1,7	6	5	2	1,5	0	0,0	0	0,0	49817,8	1
NEG	HF	MÜHE	mühe	N	-0,1	1,6	2,9	1,1	3,1	1,6	4	3	2	51,3	1	38,0	0	0,0	223222,0	1
NEG	NF	MUMIE	mumie	N	-0,6	1,0	2,8	1,3	6,7	0,5	5	5	3	1,0	1	0,0	0	0,0	114548,3	1
NEG	NF	MUNDRAUB	mundraub	N	-1,2	0,8	3,4	1,0	3,2	1,6	8	7	2	0,8	0	0,0	0	0,0	155641,7	1
NEG	NF	MUNITION	munition	N	-1,8	1,1	3,6	1,0	5,6	1,7	8	8	4	6,8	0	0,0	0	0,0	145498,7	4
NEG	NF	MUNKELN	munkeln	V	-1,1	0,3	2,6	1,1	3,3	1,4	7	7	2	2,0	1	25,0	1	25,0	109733,5	1
POS	HF	MUNTER	munter	A	1,7	0,5	3,2	1,1	4,0	1,6	6	6	2	11,3	4	1394,0	4	599,0	454209,0	1
POS	NF	MURMEL	murmel	N	1,3	0,8	1,5	0,5	5,0	1,6	6	6	2	1,0	1	0,0	0	0,0	74643,6	1
NEG	NF	MURREN	murren	V	-1,0	0,0	2,1	1,3	3,9	1,6	6	5	2	2,2	2	8,0	1	7,0	274640,6	1
POS	NF	MUSCHEL	muschel	N	1,6	1,1	2,2	1,1	6,4	0,9	7	5	2	3,5	0	0,0	0	0,0	244636,7	1
POS	NF	MUSICAL	musical	N	1,1	1,2	2,6	1,0	5,2	1,4	7	8	3	3,2	0	0,0	0	0,0	120499,3	1
POS	HF	MUSIK	musik	N	2,4	0,5	1,9	1,2	3,7	2,0	5	5	2	119,5	0	0,0	0	0,0	72013,5	2
POS	NF	MUSIKBOX	musikbox	N	1,0	1,2	2,8	1,2	6,0	1,3	8	9	3	0,5	0	0,0	0	0,0	42653,0	2
POS	HF	MUSIKER	musiker	N	1,3	0,9	2,2	0,9	6,0	0,9	7	7	3	15,7	0	0,0	0	0,0	307034,7	1
POS	NF	MUSKEL	muskel	N	1,1	1,1	2,9	1,3	4,7	1,6	6	6	2	8,0	0	0,0	0	0,0	64071,8	1
NEG	HF	MÜSSEN	müssen	V	-1,4	1,0	2,8	1,4	2,0	1,4	6	5	2	2381,2	3	83,2	0	0,0	477097,7	1
NEG	NF	MUSTERN	mustern	V	-0,6	0,8	2,9	1,0	3,3	1,1	7	7	2	8,3	0	0,0	0	0,0	355529,3	1
POS	HF	MUT	mut	N	2,1	0,6	3,7	0,8	3,4	1,2	3	3	1	42,2	6	9966,2	2	9914,7	33719,0	1
NEG	NF	MUTATION	mutation	N	-1,4	0,7	3,5	0,8	4,1	1,9	8	8	4	1,5	1	0,0	0	0,0	71829,9	4
POS	HF	MUTIG	mutig	A	2,2	0,6	3,3	1,2	4,1	1,3	5	5	2	16,0	0	0,0	0	0,0	72568,8	1
NEG	NF	MUTLOS	mutlos	A	-1,4	0,5	2,0	1,0	3,0	1,3	6	6	2	1,3	1	2,0	1	2,0	26982,6	1
POS	HF	MUTTER	mutter	N	2,1	1,1	2,7	1,6	5,7	1,2	6	5	2	199,7	4	65,2	0	0,0	372264,4	1
POS	NF	MUTTI	mutti	N	1,8	1,0	1,8	0,9	6,6	0,7	5	4	2	4,0	2	0,3	0	0,0	55095,3	1
POS	NF	MYSTIK	mystik	N	0,6	1,3	3,2	0,9	2,2	1,3	6	6	2	1,0	0	0,0	0	0,0	72903,2	1
POS	NF	MYSTISCH	mystisch	A	0,3	1,5	2,3	1,2	2,6	1,2	8	6	2	6,8	1	1,0	0	0,0	212497,4	1
POS	NF	MYTHOS	mythos	N	0,9	1,2	3,0	1,3	2,8	1,4	6	5	2	5,2	0	0,0	0	0,0	11967,4	1
POS	NF	NABEL	nabel	N	0,6	1,3	2,3	1,3	5,1	1,6	5	5	2	1,7	7	67,5	7	67,5	176174,8	1
NEG	HF	NACHBAR	nachbar	N	-0,1	0,6	2,4	0,8	5,0	1,5	7	6	2	43,5	1	0,2	0	0,0	172492,7	1
NEG	HF	NACHFOLGER	nachfolger	N	-0,2	1,1	2,4	1,0	3,2	1,4	10	9	3	46,0	0	49,0	0	0,0	313458,8	1
POS	HF	NACHMITTAG	nachmittag	N	1,2	1,0	2,2	1,1	4,2	1,5	10	8	3	42,2	0	0,0	0	0,0	158083,1	1
NEG	NF	NACHREDE	nachrede	N	-1,6	0,5	3,2	1,1	2,1	0,3	8	7	3	1,2	0	0,0	0	0,0	319942,7	1
POS	HF	NACHRICHT	nachricht	N	0,6	0,9	3,1	1,2	4,3	1,8	9	7	2	76,2	0	50,0	0	0,0	286894,0	1
NEG	NF	NACHRUF	nachruf	N	-0,7	1,2	2,6	1,2	3,3	1,5	7	6	2	4,2	0	0,0	0	0,0	193698,2	1
POS	HF	NACHT	nacht	N	1,0	1,2	2,9	1,0	6,1	0,8	5	4	1	159,3	8	8171,0	2	8131,0	255218,5	1
NEG	HF	NACHTEIL	nachteil	N	-1,3	0,9	3,2	1,0	2,0	1,2	8	6	2	22,3	0	0,0	0	0,0	281491,7	1
NEG	HF	NACHWEISEN	nachweisen	V	-0,3	1,0	2,7	1,3	2,0	0,9	10	8	3	36,7	0	96,0	0	0,0	360810,4	1
POS	HF	NACKT	nackt	A	0,8	1,0	3,8	1,0	6,0	1,0	5	4	1	25,7	1	956,0	1	956,0	47822,8	1
NEG	NF	NADEL	nadel	N	-0,6	1,1	2,9	1,3	6,1	1,0	5	5	2	5,7	4	17,3	1	12,3	293299,3	1
POS	HF	NAGEL	nagel	N	0,3	1,0	2,7	1,2	5,9	1,4	5	5	2	12,3	5	10,7	0	0,0	150154,3	1
POS	HF	NAH	nah	A	0,8	0,8	2,5	1,5	4,6	1,2	3	2	1	55,7	0	0,0	0	0,0	64399,5	1
POS	HF	NÄHE	nähe	N	2,0	1,0	2,3	0,9	4,2	1,8	4	3	2	119,7	2	379,8	1	379,8	223222,0	1
